,size,method
5,4,susie_blip
6,1,susie_blip
7,1,susie_blip
8,24,susie_blip
9,1,susie_blip
10,1,susie_blip
11,1,susie_blip
12,8,susie_blip
13,18,susie_blip
14,3,susie_blip
15,1,susie_blip
16,8,susie_blip
17,5,susie_blip
18,2,susie_blip
19,25,susie_blip
20,8,susie_blip
21,19,susie_blip
22,9,susie_blip
23,12,susie_blip
24,21,susie_blip
25,18,susie_blip
26,23,susie_blip
27,4,susie_blip
28,10,susie_blip
29,2,susie_blip
30,4,susie_blip
31,1,susie_blip
32,1,susie_blip
33,7,susie_blip
34,3,susie_blip
35,4,susie_blip
36,16,susie_blip
37,3,susie_blip
38,7,susie_blip
39,4,susie_blip
40,23,susie_blip
41,19,susie_blip
42,15,susie_blip
43,14,susie_blip
44,6,susie_blip
45,18,susie_blip
46,17,susie_blip
47,24,susie_blip
48,15,susie_blip
49,25,susie_blip
50,9,susie_blip
51,25,susie_blip
52,1,susie_blip
53,25,susie_blip
54,23,susie_blip
55,25,susie_blip
56,25,susie_blip
57,1,susie_blip
58,1,susie_blip
59,1,susie_blip
60,1,susie_blip
61,10,susie_blip
62,1,susie_blip
63,1,susie_blip
64,1,susie_blip
65,1,susie_blip
66,1,susie_blip
67,1,susie_blip
68,2,susie_blip
69,1,susie_blip
70,2,susie_blip
0,8,susie
1,4,susie
2,2,susie
3,1,susie
4,3,susie
5,2,susie
6,2,susie
7,3,susie
8,4,susie
9,1,susie
10,4,susie
11,19,susie
12,4,susie
13,25,susie
14,23,susie
15,1,susie
16,1,susie
17,18,susie
18,4,susie
19,1,susie
20,16,susie
21,14,susie
22,3,susie
23,6,susie
24,1,susie
25,2,susie
26,15,susie
27,7,susie
28,3,susie
29,7,susie
30,24,susie
31,12,susie
32,2,susie
33,2,susie
34,4,susie
35,13,susie
36,9,susie
37,1,susie
38,15,susie
39,7,susie
40,19,susie
41,4,susie
42,3,susie
43,15,susie
44,17,susie
45,10,susie
46,18,susie
47,2,susie
48,10,susie
49,5,susie
50,2,susie
51,4,susie
52,20,susie
53,1,susie
54,8,susie
55,6,susie
56,1,susie
57,1,susie
58,1,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
6,1,susie-indiv-only
7,1,susie-indiv-only
8,1,susie-indiv-only
9,1,susie-indiv-only
10,1,susie-indiv-only
11,1,susie-indiv-only
12,1,susie-indiv-only
13,1,susie-indiv-only
14,1,susie-indiv-only
15,1,susie-indiv-only
16,1,susie-indiv-only
0,1,susie_blip
1,1,susie_blip
2,1,susie_blip
3,1,susie_blip
4,1,susie_blip
5,2,susie_blip
6,1,susie_blip
7,1,susie_blip
8,6,susie_blip
9,9,susie_blip
10,1,susie_blip
11,2,susie_blip
12,1,susie_blip
13,9,susie_blip
14,22,susie_blip
15,7,susie_blip
16,3,susie_blip
17,1,susie_blip
18,6,susie_blip
19,5,susie_blip
20,1,susie_blip
21,25,susie_blip
22,3,susie_blip
23,7,susie_blip
24,1,susie_blip
25,1,susie_blip
26,13,susie_blip
27,10,susie_blip
28,4,susie_blip
29,3,susie_blip
30,5,susie_blip
31,1,susie_blip
32,3,susie_blip
33,21,susie_blip
34,10,susie_blip
35,9,susie_blip
36,12,susie_blip
37,6,susie_blip
38,9,susie_blip
39,4,susie_blip
40,8,susie_blip
41,14,susie_blip
42,6,susie_blip
43,5,susie_blip
44,9,susie_blip
45,25,susie_blip
46,16,susie_blip
47,18,susie_blip
48,15,susie_blip
49,20,susie_blip
50,25,susie_blip
51,24,susie_blip
52,1,susie_blip
53,24,susie_blip
54,18,susie_blip
55,1,susie_blip
56,21,susie_blip
57,1,susie_blip
58,3,susie_blip
59,2,susie_blip
60,3,susie_blip
61,24,susie_blip
62,1,susie_blip
63,8,susie_blip
64,1,susie_blip
65,2,susie_blip
66,1,susie_blip
67,1,susie_blip
68,3,susie_blip
69,2,susie_blip
70,1,susie_blip
71,2,susie_blip
72,1,susie_blip
73,1,susie_blip
74,1,susie_blip
75,2,susie_blip
76,1,susie_blip
77,3,susie_blip
78,1,susie_blip
79,18,susie_blip
0,16,susie
1,7,susie
2,5,susie
3,24,susie
4,4,susie
5,1,susie
6,2,susie
7,1,susie
8,14,susie
9,5,susie
10,9,susie
11,5,susie
12,2,susie
13,18,susie
14,6,susie
15,24,susie
16,20,susie
17,1,susie
18,5,susie
19,1,susie
20,6,susie
21,18,susie
22,1,susie
23,25,susie
24,2,susie
25,18,susie
26,9,susie
27,5,susie
28,2,susie
29,1,susie
30,8,susie
31,21,susie
32,1,susie
33,20,susie
34,8,susie
35,8,susie
36,4,susie
37,1,susie
38,9,susie
39,1,susie
40,3,susie
41,3,susie
42,7,susie
43,6,susie
44,1,susie
45,2,susie
46,4,susie
47,5,susie
48,7,susie
49,3,susie
50,2,susie
51,3,susie
52,1,susie
53,16,susie
54,6,susie
55,1,susie
56,2,susie
57,3,susie
58,1,susie
59,9,susie
60,12,susie
61,15,susie
62,1,susie
63,3,susie
64,4,susie
65,6,susie
66,1,susie
67,18,susie
68,8,susie
69,4,susie
70,1,susie
71,6,susie
72,19,susie
73,3,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
6,1,susie-indiv-only
7,1,susie-indiv-only
8,1,susie-indiv-only
9,1,susie-indiv-only
10,1,susie-indiv-only
11,1,susie-indiv-only
12,1,susie-indiv-only
13,1,susie-indiv-only
14,1,susie-indiv-only
15,1,susie-indiv-only
16,1,susie-indiv-only
17,1,susie-indiv-only
18,1,susie-indiv-only
19,1,susie-indiv-only
20,1,susie-indiv-only
21,1,susie-indiv-only
22,1,susie-indiv-only
0,11,susie_blip
1,5,susie_blip
2,7,susie_blip
3,16,susie_blip
4,1,susie_blip
5,14,susie_blip
6,18,susie_blip
7,6,susie_blip
8,13,susie_blip
9,2,susie_blip
10,21,susie_blip
11,12,susie_blip
12,7,susie_blip
13,6,susie_blip
14,24,susie_blip
15,8,susie_blip
16,25,susie_blip
17,7,susie_blip
18,8,susie_blip
19,5,susie_blip
20,14,susie_blip
21,1,susie_blip
22,17,susie_blip
23,25,susie_blip
24,1,susie_blip
25,1,susie_blip
26,1,susie_blip
27,5,susie_blip
28,1,susie_blip
29,8,susie_blip
0,8,susie
1,6,susie
2,1,susie
3,13,susie
4,8,susie
5,8,susie
6,20,susie
7,6,susie
8,11,susie
9,12,susie
10,2,susie
11,7,susie
12,14,susie
13,4,susie
14,6,susie
15,5,susie
16,2,susie
17,5,susie
18,24,susie
19,7,susie
20,2,susie
21,20,susie
22,13,susie
23,16,susie
0,1,susie-indiv-only
0,1,susie_blip
1,1,susie_blip
2,1,susie_blip
3,1,susie_blip
4,2,susie_blip
5,4,susie_blip
6,4,susie_blip
7,11,susie_blip
8,6,susie_blip
9,1,susie_blip
10,1,susie_blip
11,20,susie_blip
12,23,susie_blip
13,2,susie_blip
14,5,susie_blip
15,19,susie_blip
16,1,susie_blip
17,20,susie_blip
18,5,susie_blip
19,1,susie_blip
20,5,susie_blip
21,14,susie_blip
22,16,susie_blip
23,5,susie_blip
24,9,susie_blip
25,3,susie_blip
26,24,susie_blip
27,5,susie_blip
28,9,susie_blip
29,10,susie_blip
30,19,susie_blip
31,25,susie_blip
32,2,susie_blip
33,6,susie_blip
34,4,susie_blip
35,25,susie_blip
36,13,susie_blip
37,24,susie_blip
38,1,susie_blip
39,4,susie_blip
40,4,susie_blip
41,25,susie_blip
42,5,susie_blip
43,14,susie_blip
44,20,susie_blip
45,2,susie_blip
46,1,susie_blip
47,16,susie_blip
48,25,susie_blip
49,2,susie_blip
50,25,susie_blip
51,1,susie_blip
52,2,susie_blip
53,2,susie_blip
54,2,susie_blip
55,8,susie_blip
56,1,susie_blip
57,1,susie_blip
58,1,susie_blip
59,4,susie_blip
60,1,susie_blip
61,1,susie_blip
62,1,susie_blip
63,1,susie_blip
64,5,susie_blip
0,18,susie
1,15,susie
2,6,susie
3,2,susie
4,3,susie
5,4,susie
6,3,susie
7,14,susie
8,1,susie
9,5,susie
10,3,susie
11,3,susie
12,5,susie
13,1,susie
14,9,susie
15,2,susie
16,3,susie
17,4,susie
18,19,susie
19,4,susie
20,3,susie
21,1,susie
22,2,susie
23,4,susie
24,2,susie
25,9,susie
26,19,susie
27,9,susie
28,13,susie
29,13,susie
30,5,susie
31,1,susie
32,1,susie
33,24,susie
34,11,susie
35,17,susie
36,5,susie
37,22,susie
38,5,susie
39,3,susie
40,18,susie
41,1,susie
42,14,susie
43,4,susie
44,19,susie
45,2,susie
46,1,susie
47,25,susie
48,20,susie
49,5,susie
50,5,susie
51,3,susie
52,6,susie
53,3,susie
54,1,susie
55,1,susie
56,6,susie
57,3,susie
58,20,susie
59,7,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
6,1,susie-indiv-only
7,1,susie-indiv-only
8,1,susie-indiv-only
9,1,susie-indiv-only
10,1,susie-indiv-only
11,1,susie-indiv-only
12,1,susie-indiv-only
0,2,susie_blip
1,1,susie_blip
2,2,susie_blip
3,3,susie_blip
4,18,susie_blip
5,1,susie_blip
6,2,susie_blip
7,1,susie_blip
8,20,susie_blip
9,1,susie_blip
10,1,susie_blip
11,9,susie_blip
12,3,susie_blip
13,8,susie_blip
14,10,susie_blip
15,15,susie_blip
16,9,susie_blip
17,2,susie_blip
18,2,susie_blip
19,19,susie_blip
20,1,susie_blip
21,22,susie_blip
22,23,susie_blip
23,11,susie_blip
24,9,susie_blip
25,6,susie_blip
26,22,susie_blip
27,2,susie_blip
28,15,susie_blip
29,2,susie_blip
30,5,susie_blip
31,17,susie_blip
32,18,susie_blip
33,13,susie_blip
34,25,susie_blip
35,19,susie_blip
36,8,susie_blip
37,25,susie_blip
38,2,susie_blip
39,1,susie_blip
40,1,susie_blip
41,5,susie_blip
42,3,susie_blip
43,14,susie_blip
44,6,susie_blip
45,1,susie_blip
46,1,susie_blip
47,1,susie_blip
48,3,susie_blip
49,1,susie_blip
50,2,susie_blip
51,4,susie_blip
0,18,susie
1,2,susie
2,8,susie
3,9,susie
4,2,susie
5,6,susie
6,9,susie
7,9,susie
8,9,susie
9,1,susie
10,5,susie
11,18,susie
12,3,susie
13,5,susie
14,15,susie
15,2,susie
16,15,susie
17,3,susie
18,1,susie
19,21,susie
20,2,susie
21,18,susie
22,4,susie
23,1,susie
24,3,susie
25,2,susie
26,1,susie
27,2,susie
28,1,susie
29,6,susie
30,17,susie
31,13,susie
32,25,susie
33,13,susie
34,2,susie
35,9,susie
36,5,susie
37,23,susie
38,4,susie
39,1,susie
40,2,susie
41,3,susie
42,17,susie
43,19,susie
44,11,susie
45,21,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
6,1,susie-indiv-only
7,1,susie-indiv-only
8,1,susie-indiv-only
0,3.0,susie_blip
1,9.0,susie_blip
2,14.0,susie_blip
3,7.0,susie_blip
4,7.0,susie_blip
5,18.0,susie_blip
6,15.0,susie_blip
7,7.0,susie_blip
8,11.0,susie_blip
9,9.0,susie_blip
10,8.0,susie_blip
11,6.0,susie_blip
12,4.0,susie_blip
13,2.0,susie_blip
14,1.0,susie_blip
15,1.0,susie_blip
16,1.0,susie_blip
17,5.0,susie_blip
0,7.0,susie
1,4.0,susie
2,11.0,susie
3,6.0,susie
4,3.0,susie
5,4.0,susie
6,3.0,susie
7,8.0,susie
8,16.0,susie
9,9.0,susie
10,7.0,susie
11,2.0,susie
12,7.0,susie
13,14.0,susie
14,7.0,susie
15,5.0,susie
0,1,susie_blip
1,2,susie_blip
2,1,susie_blip
3,22,susie_blip
4,19,susie_blip
5,16,susie_blip
6,21,susie_blip
7,7,susie_blip
8,6,susie_blip
9,8,susie_blip
10,1,susie_blip
11,3,susie_blip
12,1,susie_blip
13,25,susie_blip
14,12,susie_blip
15,5,susie_blip
16,25,susie_blip
17,24,susie_blip
18,2,susie_blip
19,4,susie_blip
20,3,susie_blip
21,1,susie_blip
22,1,susie_blip
23,1,susie_blip
24,3,susie_blip
0,1,susie
1,8,susie
2,3,susie
3,25,susie
4,19,susie
5,12,susie
6,1,susie
7,3,susie
8,1,susie
9,16,susie
10,21,susie
11,6,susie
12,6,susie
13,5,susie
14,3,susie
15,2,susie
16,7,susie
17,17,susie
18,5,susie
19,17,susie
20,20,susie
21,24,susie
22,3,susie
23,1,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
